customer_id,customer_name,address,city,postcode,country,segment
CUST-15831d9f-96eb-4352-8a52-e272be4b7d20,Lukas Martin,"Prinsengracht 75, Apt 2C",London,111 22,Belgium,Wholesale
CUST-bda55a77-5f72-44da-9029-e34a01f889a3,Noah Larsen,"Keizersgracht 9, Apt 10B",Madrid,1010,Italy,Wholesale
CUST-441bac50-3db0-42d0-8e18-7fb89cdfb89c,Finn De Jong,"Keizersgracht 17, Apt 13B",Brussels,28001,Germany,Government/Non-Profit
CUST-1c12a331-8063-4ab6-b674-f7fa3bfd5a02,Lukas Müller,"Via Roma 46, Apt 13",London,28001,Ireland,Enterprise
CUST-f7648678-b8e4-4839-bf32-7596f4476c4e,Matteo Moreau,"Gran Vía 9, Apt 2C",Madrid,75001,Netherlands,Retail
CUST-d48bf181-78a3-4b9d-9d30-4793ea24d72d,Oliver Schneider,"Gran Vía 66, Apt 5A",Amsterdam,1011,Ireland,Corporate
CUST-43e53a5b-b5b0-4d73-aac4-5bac2e392713,Giulia Ricci,"Hauptstraße 38, Apt 3",Amsterdam,10117,Italy,Small Business
CUST-5c8c22b4-c76b-48d0-9132-c291ace8fdc6,Alejandro Kowalski,"High Street 86, Apt 4A",Dublin,10117,Sweden,Corporate
CUST-8628e829-9120-4108-9040-012d5616cf8c,Giulia García,"Via Roma 89, Apt 13",London,28001,Germany,Corporate
CUST-4d10796f-41b0-4387-90d1-cc7d36100661,Lucas Müller,"Grand Rue 70, Apt 12C",Vienna,1000,Netherlands,VIP Member
CUST-016ec8c2-99c8-4448-98be-ca31d22dbcf9,Liam Fernández,"Rue de la Paix 61, Apt 12B",London,75001,Italy,Retail
CUST-32678ad7-474d-4cb2-abc9-bbccf925f24c,Matteo Moreau,"Via Roma 91, Apt 10B",Vienna,10117,Italy,VIP Member
CUST-2e32404f-62f6-4529-94e7-8685c870dc28,Matteo Moreau,"Rue de la Paix 39, Apt 14C",Paris,28001,United Kingdom,Retail
CUST-a2528c82-1507-4895-bbc1-b878f1e2b448,Giulia Schneider,"Station Road 92, Apt 14B",Dublin,1011,Germany,Government/Non-Profit
CUST-d3ac0f88-1a46-453d-ab91-b53103823874,Emma Müller,"Grand Rue 92, Apt 8A",Paris,10117,Ireland,Government/Non-Profit
CUST-ab725235-8229-4135-9d7c-58c275ec26c2,Elena Jansen,"Calle Mayor 39, Apt 1C",London,75002,France,Retail
CUST-b5c3308f-1eba-44c4-95d5-4e4fe97f4f68,Lucas Schneider,"Keizersgracht 62, Apt 9C",Dublin,75002,Sweden,Wholesale
CUST-ed9662a7-2ca9-43eb-9490-c08a8eb9df54,Giulia García,"Keizersgracht 25, Apt 8A",Paris,10115,France,Enterprise
CUST-8101046c-3a6f-4897-a2db-036434463f11,Oliver García,"Bahnhofstraße 6, Apt 10",Berlin,10115,Ireland,Wholesale
CUST-8f86ec83-984f-493b-816d-011e6a885d65,Liam De Jong,"Hauptstraße 80, Apt 6A",London,WC1A,Ireland,Enterprise
CUST-86da949c-b3b9-4d3e-9a24-0425d352f1ee,Lina García,"Prinsengracht 36, Apt 3C",Paris,111 22,Germany,VIP Member
CUST-d115c6ea-24c5-4c3d-95b4-d11efb2d27d5,Oliver Jansen,"Grand Rue 57, Apt 2C",Berlin,1010,Ireland,Enterprise
CUST-595fc0e9-42f4-4609-9899-722bc2b3068e,Lina Novák,"Calle Mayor 49, Apt 14C",Berlin,10115,United Kingdom,VIP Member
CUST-268b1a24-d6b8-4a75-88e0-214b2097aea9,Finn De Jong,"High Street 54, Apt 6C",Amsterdam,10117,Netherlands,Government/Non-Profit
CUST-0e4acc9f-4a3b-4122-bc7b-99ab2750a3b1,Noah Fernández,"Via Roma 57, Apt 11",London,D01,Ireland,Corporate
CUST-9e999ef6-335c-4d00-90d4-6cc6aa6f7da3,Lukas Weber,"Gran Vía 96, Apt 8B",Berlin,28001,France,Government/Non-Profit
CUST-6b60369d-713d-45d7-8930-9bac02cd501f,Matteo Kowalski,"Keizersgracht 24, Apt 12A",Amsterdam,D01,Ireland,Government/Non-Profit
CUST-ddbf7bae-e09f-4211-b623-9bd1bcc7b375,Clara Rossi,"Corso Vittorio Emanuele 92, Apt 4B",Paris,1011,United Kingdom,Corporate
CUST-2fa4b61e-0674-4eeb-99cf-090674f217cf,Liam Novák,"Corso Vittorio Emanuele 58, Apt 12B",Madrid,10115,Belgium,Enterprise
CUST-5ae739b8-af96-4eb1-a13c-aebf7dbe98e6,Lukas De Jong,"Keizersgracht 92, Apt 5A",London,1010,Belgium,Enterprise
CUST-44929ecf-c923-433b-b140-b75bcae02aa2,Hugo Rossi,"Grand Rue 64, Apt 11B",Dublin,1011,Italy,VIP Member
CUST-e6478782-efe0-45a7-98d9-3986a907b69b,Lukas Novák,"High Street 73, Apt 1A",Vienna,1000,Sweden,Wholesale
CUST-b807029c-d06b-4727-a348-5260998c2e94,Alejandro Dubois,"Grand Rue 77, Apt 12",Vienna,1000,Spain,VIP Member
CUST-04d1beb4-7991-4cdb-b622-ffc1f8bd7217,Anna Larsen,"Rue de la Paix 6, Apt 2C",Paris,D01,Netherlands,Wholesale
CUST-278bf7ca-92a4-4005-89b5-7b3a47292bbe,Sofia Schneider,"Hauptstraße 47, Apt 9B",Stockholm,111 22,Austria,Government/Non-Profit
CUST-95ccab1b-fb10-4942-a50e-6f2137aa0a01,Camille Vidal,"Gran Vía 56, Apt 14B",Stockholm,75001,Italy,Corporate
CUST-c4a6eeb2-049e-4f23-b670-c41e6422c3ed,Hugo Novák,"Prinsengracht 5, Apt 7",Paris,111 22,Sweden,Government/Non-Profit
CUST-d66e388d-e0dc-4bbc-936f-d1f4ba7deb87,Oliver Müller,"High Street 65, Apt 2",Berlin,10117,Belgium,Retail
CUST-6c293700-18ef-46f0-b9c9-341e1fc2961b,Clara Larsen,"High Street 11, Apt 5B",London,75002,France,Enterprise
CUST-715b2d7e-13f9-48b7-8665-1ae059fa0ffe,Finn García,"Calle Mayor 86, Apt 11C",Vienna,WC1A,Austria,Wholesale
CUST-5280697d-71e5-4e92-804e-033e5c74a88c,Matteo Andersson,"High Street 77, Apt 1B",Vienna,111 22,Sweden,VIP Member
CUST-e227e28d-bbb1-4d1c-ab7b-4dcc575a9a17,Giulia Moreau,"Calle Mayor 99, Apt 1A",Berlin,WC1A,Sweden,Corporate
CUST-13b70913-cf74-4e97-bdca-af0d625607be,Liam Müller,"Via Roma 6, Apt 12A",Vienna,WC1A,Italy,Wholesale
CUST-ed1abfb8-5b2c-4e5d-9dae-c49a86435a04,Alejandro Fernández,"Hauptstraße 95, Apt 5B",Dublin,1010,Austria,VIP Member
CUST-96d40bea-507a-4cf8-afe8-cf59cff99463,Camille De Jong,"Rue de la Paix 53, Apt 7A",London,10115,Germany,Enterprise
CUST-4a92443a-3da3-4cc4-b574-4cd9aba866b1,Finn Vidal,"Hauptstraße 37, Apt 10B",Brussels,1010,Spain,Government/Non-Profit
CUST-df3afc26-cb1e-4791-a2c0-7d070afb6956,Antoine Kowalski,"Rue de la Paix 17, Apt 5B",Vienna,WC1A,Germany,Enterprise
CUST-b6e1e6d0-d918-43f5-a8ff-d5c4745be47e,Clara Schneider,"Calle Mayor 1, Apt 3A",Paris,1011,Austria,Small Business
CUST-9f5cd69e-95b2-4984-a049-5abd953f915d,Matteo Dubois,"Grand Rue 62, Apt 1A",Dublin,1000,Germany,Retail
CUST-387ac0a3-33e7-42ee-9e64-bc5cabb1ac65,Lucas Kowalski,"Corso Vittorio Emanuele 32, Apt 2",Vienna,WC1A,United Kingdom,Small Business
CUST-25f6b108-5d2f-4d85-805c-2467557d6ebb,Liam Kowalski,"Corso Vittorio Emanuele 39, Apt 10B",Dublin,1010,Belgium,Corporate
CUST-12d56580-2e45-4bed-ad50-2bf5a3f11b22,Antoine Kowalski,"Station Road 54, Apt 6C",Amsterdam,1011,United Kingdom,Wholesale
CUST-da42ff02-1d3d-422b-ac84-8ecce6a952af,Emma Dubois,"Prinsengracht 50, Apt 12A",Brussels,1010,Ireland,Corporate
CUST-69a8c523-ec1d-4d25-8a9e-4b46598199cb,Liam Müller,"Bahnhofstraße 5, Apt 14B",Rome,111 22,Germany,Government/Non-Profit
CUST-66d6b5e7-eb41-4707-b8db-3151869d74f8,Oliver Weber,"Prinsengracht 57, Apt 1",Paris,28001,Ireland,VIP Member
CUST-087be9ac-cac5-459a-9c30-d1aaf42dfb15,Emma Schneider,"Via Roma 79, Apt 5A",Paris,D01,France,Enterprise
CUST-3e8080e0-401f-4123-9c8d-a64ea80263f5,Sofia Rossi,"Station Road 75, Apt 3C",London,75001,Netherlands,Small Business
CUST-8f3e5e6e-3f4c-4d9d-8b5a-fe4d3d9dbec4,Hugo Kowalski,"Bahnhofstraße 64, Apt 12B",Dublin,75002,France,Small Business
CUST-74ea4fce-e580-41a7-aac2-818d9ceb79e4,Sofia Jansen,"Bahnhofstraße 50, Apt 2B",Berlin,1010,Austria,Government/Non-Profit
CUST-df994033-b75d-45e3-9bf5-1728617463fa,Clara Dubois,"Prinsengracht 51, Apt 2",Paris,75001,Sweden,Small Business
CUST-46af5dcf-3e02-4a33-ab80-4e1decd46eca,Sofia Ricci,"Calle Mayor 38, Apt 1",Dublin,00185,Belgium,Government/Non-Profit
CUST-b4e5b0d5-ee4c-45d8-a36f-8c137d7e1b61,Elena Hansen,"Keizersgracht 30, Apt 7B",Dublin,1010,Germany,Corporate
CUST-771c36cd-26e1-4f04-a110-7c0956e402fd,Oliver Moreau,"Rue de la Paix 81, Apt 5A",Madrid,28001,Italy,Enterprise
CUST-f52a1f42-94a0-4506-a9e9-f1ecb1ddafaf,Sofia Hansen,"Grand Rue 10, Apt 8A",Madrid,75001,Netherlands,Wholesale
CUST-8772873c-9142-46a2-bd9a-e996e09a0572,Lucas Vidal,"Gran Vía 17, Apt 12",Rome,75002,Spain,VIP Member
CUST-89510f29-378f-4b4b-91b3-614be79e35ce,Mia Weber,"Corso Vittorio Emanuele 69, Apt 2B",Amsterdam,WC1A,Spain,Wholesale
CUST-44508570-a4aa-41a6-a987-9a6f4aced686,Lucas Weber,"Hauptstraße 66, Apt 13B",Rome,1010,Spain,Corporate
CUST-34eab866-b096-4219-8091-c398d868dc48,Clara Novák,"Prinsengracht 43, Apt 11C",Vienna,10115,Germany,VIP Member
CUST-4285862b-5264-40a3-9b11-c3218858d586,Clara Moreau,"Calle Mayor 23, Apt 7",Berlin,D01,Spain,Small Business
CUST-17ecd18d-c985-4e38-9bb0-a2fc5b33f332,Oliver Smit,"Prinsengracht 16, Apt 8",Vienna,28001,United Kingdom,Retail
CUST-0dc49963-b4e8-49d5-9e9d-07380f9f14e4,Matteo Martin,"Corso Vittorio Emanuele 4, Apt 8A",Stockholm,10117,Netherlands,Corporate
CUST-49e30b2f-0793-4b82-a757-1f2a59ee4fa6,Giulia Müller,"Rue de la Paix 96, Apt 3C",Vienna,10117,United Kingdom,Corporate
CUST-e8d9a4a8-320e-459e-a842-4cb241990cf5,Hugo Martin,"Station Road 61, Apt 10C",London,75001,Sweden,Enterprise
CUST-baba7caa-97bb-4cb2-88f0-aac0f8d825fc,Anna García,"Rue de la Paix 21, Apt 5B",Vienna,28001,Netherlands,Wholesale
CUST-1b2dd197-4a20-4b1b-b91f-5acae5f34f94,Matteo Hansen,"Keizersgracht 42, Apt 13B",Rome,1011,United Kingdom,Corporate
CUST-0f1133bf-80b3-47b4-ab26-5e6b59f74f8a,Elena Vidal,"Hauptstraße 70, Apt 1A",Paris,75002,Netherlands,Corporate
CUST-b3fd56f8-c838-468a-9629-33414c7090a5,Antoine Dubois,"Calle Mayor 12, Apt 10B",Paris,D01,Sweden,Small Business
CUST-7da9b312-dc11-405d-9ec8-dfa0cd972edf,Oliver Hansen,"Station Road 49, Apt 14B",Madrid,WC1A,Ireland,Small Business
CUST-1dd0c338-7b77-43cc-908d-b6e20e2b6f34,Camille Jansen,"Prinsengracht 73, Apt 10A",Berlin,1010,Germany,VIP Member
CUST-fdb428f7-9cce-4005-80dc-7d13d95e9976,Liam Moreau,"Calle Mayor 86, Apt 8B",Berlin,1010,Germany,Government/Non-Profit
CUST-a9cdf90d-28e8-4d0c-96d4-37819cc5c921,Finn García,"Prinsengracht 63, Apt 13A",London,10117,Spain,Government/Non-Profit
CUST-4aa09a30-3097-4bea-b41c-65f8cb537d80,Alejandro Hansen,"Gran Vía 36, Apt 1",Rome,1010,France,Retail
CUST-7b207a1c-797a-419c-9e26-71ae5407ffad,Elena García,"High Street 99, Apt 13",Madrid,D01,Spain,Government/Non-Profit
CUST-68fd6abf-5d8f-4287-be3a-fa3b710b5e4d,Clara Müller,"Corso Vittorio Emanuele 86, Apt 14B",Stockholm,10115,Austria,Enterprise
CUST-79832843-194d-4dad-be01-2ebbf9b6d44f,Clara Ricci,"Keizersgracht 87, Apt 14",Berlin,00185,United Kingdom,Retail
CUST-81a07ad9-9ea5-4c28-ab3d-ea36dc2e1152,Antoine Smit,"Station Road 26, Apt 14C",Paris,1000,Netherlands,VIP Member
CUST-bcd92b44-d62b-46aa-8cd0-2c2ee7915164,Mia Andersson,"Corso Vittorio Emanuele 7, Apt 3C",Vienna,111 22,France,Small Business
CUST-6def7f02-8db1-47ec-a0f1-ec4d0fdcc6a6,Giulia Vidal,"Via Roma 18, Apt 10B",Vienna,75001,Sweden,Government/Non-Profit
CUST-fd9cf896-01c4-4133-8d18-c8776b9b12f5,Lucas Hansen,"Rue de la Paix 15, Apt 9C",Madrid,10115,Austria,Wholesale
CUST-6da6058e-4dd7-4295-9410-4c97deb842e9,Lucas Martin,"Hauptstraße 28, Apt 10C",Rome,WC1A,Sweden,Small Business
CUST-fdb82e26-21bc-4f0e-94bc-405d7ac3d2ff,Lina Martin,"Calle Mayor 17, Apt 7B",Rome,10117,Germany,Enterprise
CUST-2fb0472e-36a8-43ab-b775-4fbbf6129f94,Emma García,"Gran Vía 44, Apt 9A",Amsterdam,75001,Germany,Small Business
CUST-15a7b2d4-4f99-4908-9a4f-fee7d7b686af,Elena Moreau,"Grand Rue 25, Apt 4B",Brussels,1010,Spain,Enterprise
CUST-772e298a-a837-40e6-b153-bc024c8eeee4,Mia Müller,"Rue de la Paix 18, Apt 4C",Berlin,28001,United Kingdom,Enterprise
CUST-caa00197-d1c5-468c-a656-0a9f4b19214a,Mia Müller,"Bahnhofstraße 34, Apt 8",Rome,WC1A,France,Enterprise
CUST-c7acf430-20c3-4ba4-a019-3afdb079fed5,Lina Hansen,"High Street 83, Apt 10A",Paris,75001,Belgium,VIP Member
CUST-74db5cc3-ea18-477b-a5f3-dc23c07e1b2a,Clara Smit,"Hauptstraße 6, Apt 4B",Madrid,75002,Austria,Enterprise
CUST-6ec46708-ad17-493c-9512-ad1515121f08,Matteo García,"Station Road 59, Apt 8C",Stockholm,1010,Austria,Enterprise
CUST-5b42ff98-1b2d-487a-8dd0-c3998c92a9ad,Antoine Müller,"Bahnhofstraße 33, Apt 5B",Amsterdam,75001,Spain,Wholesale
CUST-04c7f227-e2a9-445c-9f8e-44de0757a481,Elena Schneider,"Hauptstraße 70, Apt 6C",Dublin,28001,Germany,Retail
CUST-07a4c495-269a-4d79-872d-fcecebe60095,Alejandro Nagy,"Grand Rue 94, Apt 11B",London,75002,Spain,Corporate
CUST-a5e94f46-44da-4da8-a304-6f753a76f6b6,Sofia Andersson,"Corso Vittorio Emanuele 55, Apt 9C",Stockholm,1010,Netherlands,Retail
CUST-4665d28f-3950-47c6-8315-d7d208754021,Lukas Weber,"Rue de la Paix 31, Apt 8A",Dublin,00185,France,Enterprise
CUST-32c5671b-9306-42b4-9517-69331a5d346d,Giulia Dubois,"Grand Rue 24, Apt 6B",Vienna,10115,United Kingdom,Wholesale
CUST-bcc4da93-f446-4277-a430-dbf40b1e1ef5,Oliver De Jong,"Grand Rue 92, Apt 11",London,1011,Ireland,Small Business
CUST-30852f6f-577f-4462-a34b-7fd2cb769e28,Oliver Jansen,"Bahnhofstraße 94, Apt 8B",Berlin,10117,Italy,Wholesale
CUST-36991a36-2d61-4de8-9559-af2905611cd1,Elena Weber,"Rue de la Paix 62, Apt 9B",Paris,111 22,Italy,Enterprise
CUST-0c1e57bc-1e53-435e-907a-89b1d3891d85,Mia García,"Prinsengracht 8, Apt 10C",London,D01,Spain,Wholesale
CUST-8f1999d9-fd2a-4188-977c-d6cfde48b12a,Antoine Kowalski,"Keizersgracht 5, Apt 6B",Brussels,10117,Netherlands,Government/Non-Profit
CUST-f824216f-4499-4dd8-bee3-9fba5b279618,Camille Nagy,"Bahnhofstraße 68, Apt 3",Dublin,111 22,France,Wholesale
CUST-2beaeac9-82b4-483a-847f-863073beef41,Sofia García,"High Street 20, Apt 1",Berlin,WC1A,Belgium,Enterprise
CUST-15039afd-e253-4b6f-8626-0d1a7b008571,Finn Jansen,"High Street 90, Apt 14",Brussels,111 22,Italy,VIP Member
CUST-dd863142-b0bb-466d-bcb7-b726d7d2d0d1,Antoine Nagy,"Bahnhofstraße 37, Apt 14C",Vienna,1010,France,Government/Non-Profit
CUST-08ebef00-49d5-4f43-ac24-9a1ed09924af,Lucas Müller,"Grand Rue 77, Apt 11C",Brussels,00185,United Kingdom,Wholesale
CUST-b44aa1f9-ec75-48cc-9d09-a8b03e2869fe,Clara Müller,"High Street 6, Apt 2",Amsterdam,1011,Sweden,Corporate
CUST-85e4e1d3-99c9-47d2-81b6-5e0fd8d7c795,Lucas Martin,"Gran Vía 5, Apt 7B",Amsterdam,10115,Netherlands,Corporate
CUST-78beff06-655f-49aa-b57c-a58649f2447c,Anna García,"Keizersgracht 2, Apt 13",Madrid,10115,Germany,Wholesale
CUST-5d3e62d3-c201-416a-b76f-21ba639e82cc,Giulia Nagy,"Station Road 84, Apt 1C",Stockholm,28001,France,VIP Member
CUST-85952cde-f241-469c-af8f-c2308dd362ec,Freja De Jong,"Hauptstraße 73, Apt 1A",Stockholm,D01,United Kingdom,Small Business
CUST-ffe08207-15f3-4d12-966c-963f36ad1227,Emma Fernández,"Prinsengracht 15, Apt 8B",Berlin,75001,Belgium,Enterprise
CUST-cb8a37ee-0994-4180-84bb-e199be2c4792,Emma Kowalski,"Via Roma 35, Apt 14C",Vienna,00185,Ireland,Corporate
CUST-01655386-0c1b-4ac8-afe1-3d4a79daa528,Giulia Müller,"High Street 69, Apt 14",Rome,75001,Germany,Small Business
CUST-d641dbb3-17fe-4fe8-88cc-448c6cbd15fc,Finn Ricci,"Keizersgracht 50, Apt 14A",Amsterdam,1011,Ireland,Wholesale
CUST-7c043a15-73b4-4d97-8f5b-090c6203edb9,Elena Novák,"Corso Vittorio Emanuele 75, Apt 9B",Berlin,111 22,Belgium,Small Business
CUST-556df6ed-c10b-45b3-84f2-6c11ecaa2b44,Anna García,"Keizersgracht 99, Apt 3A",Rome,10115,United Kingdom,Government/Non-Profit
CUST-732c6ce3-9e3f-42d4-8590-346407ac5c4f,Freja Larsen,"Corso Vittorio Emanuele 64, Apt 6",Stockholm,1011,Italy,Retail
CUST-c98ec440-0f32-43ad-93e9-a9801f7fcefc,Matteo Rossi,"Corso Vittorio Emanuele 11, Apt 9A",Madrid,111 22,Ireland,Corporate
CUST-19f698ab-8acf-4648-9527-87e540901f2a,Lukas Vidal,"Keizersgracht 30, Apt 3A",Brussels,10115,Germany,Wholesale
CUST-ee6388a2-fc39-48c9-85f7-df68e6d046af,Oliver Smit,"Hauptstraße 5, Apt 3C",Amsterdam,111 22,Spain,Enterprise
CUST-d441b96b-6bf9-4de5-b442-0474915e8ac5,Lina Hansen,"Gran Vía 62, Apt 4A",Berlin,D01,Austria,VIP Member
CUST-067316bd-d42b-4a6a-a692-5358bf4297dd,Lina Schneider,"Gran Vía 89, Apt 2",London,00185,France,Government/Non-Profit
CUST-c9ceed30-814d-4ef5-a9ed-7b5a5d5144d0,Alejandro De Jong,"Corso Vittorio Emanuele 39, Apt 8B",Rome,10117,Italy,Wholesale
CUST-c5537bfe-f296-4d1c-ac12-269bb25d25b4,Emma Dubois,"Rue de la Paix 38, Apt 1C",Brussels,75002,Ireland,Enterprise
CUST-844a3e44-1618-486f-b44a-cda6e921c5ac,Alejandro Kowalski,"High Street 25, Apt 1A",Amsterdam,WC1A,Sweden,VIP Member
CUST-56093e99-9841-432a-8c38-7afb8abe7b1a,Clara Fernández,"Via Roma 66, Apt 14A",Stockholm,1011,France,VIP Member
CUST-009ff040-d27e-4b7b-9cb3-9d6a23fac679,Sofia De Jong,"Corso Vittorio Emanuele 51, Apt 7C",Vienna,1011,Spain,Wholesale
CUST-a4289b67-391a-44c9-96f2-a55d4588e16b,Hugo Jansen,"Bahnhofstraße 6, Apt 3C",Rome,75002,Belgium,Government/Non-Profit
CUST-67721f00-66d7-4fea-9701-bb55cad27454,Oliver Smit,"Rue de la Paix 72, Apt 10",Stockholm,10117,Austria,Small Business
CUST-62911fb1-8ff1-4bcc-961f-1ce6f9def6c6,Camille Schneider,"Grand Rue 15, Apt 13A",Amsterdam,1000,United Kingdom,Small Business
CUST-de30a851-4634-48b0-8789-258191a4d145,Liam Novák,"Grand Rue 94, Apt 7C",Rome,1010,Spain,VIP Member
CUST-dba92cf9-cd68-4901-8542-0cc25ddef9a3,Mia Andersson,"Grand Rue 29, Apt 6A",Brussels,D01,Spain,Small Business
CUST-d92f518f-b4fc-455b-a0da-215c22e9ab03,Lukas Vidal,"High Street 27, Apt 7A",Amsterdam,D01,Belgium,Retail
CUST-4c1a71bc-d3d6-4c1a-8193-7333e8f4a364,Noah García,"Grand Rue 86, Apt 2B",Dublin,75002,Netherlands,VIP Member
CUST-edbff89a-f66d-4336-b5a6-bd43a287f180,Giulia Vidal,"Hauptstraße 74, Apt 1B",Berlin,75001,Belgium,VIP Member
CUST-5e807d1e-e94b-4b6d-b28f-2ad01fd9cc2c,Elena Larsen,"Bahnhofstraße 13, Apt 4A",Brussels,111 22,Netherlands,Enterprise
CUST-7b03a941-55bc-4359-bb93-6c4c38871cbb,Freja Fernández,"Corso Vittorio Emanuele 52, Apt 8C",Rome,1010,Netherlands,Small Business
CUST-bd7f7801-6209-41e8-bd56-46d4c8a38003,Alejandro Kowalski,"Corso Vittorio Emanuele 5, Apt 13C",Vienna,00185,Italy,Government/Non-Profit
CUST-2d885662-8a97-47ed-8bfa-095fa6217090,Alejandro Jansen,"Grand Rue 76, Apt 13B",Stockholm,00185,Italy,VIP Member
CUST-2bef72e7-505b-4dd0-add8-a09c37bfb2ba,Finn Schneider,"Prinsengracht 95, Apt 3C",London,75002,Germany,Government/Non-Profit
CUST-32b58449-8c05-4278-a885-0e83cc15e246,Oliver Müller,"Grand Rue 36, Apt 10C",Stockholm,D01,Ireland,Retail
